seqid,source,type,start,end,score,strand,phase,length,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,substrain,gene,gene_biotype,gene_synonym,locus_tag,Parent,product,protein_id,transl_table,mobile_element_type,Note,pseudo,orig_protein_id,exception,transl_except
NC_000913.3,RefSeq,gene,1104447,1104902,,+,,456,gene-b1042,"ECOCYC:EG11489,GeneID:949055",,csgA,Gene,,,,,csgA,protein_coding,ECK1028,b1042,,,,,,,,,,
NC_000913.3,RefSeq,gene,1104961,1105293,,+,,333,gene-b1043,"ECOCYC:G6548,GeneID:945623",,csgC,Gene,,,,,csgC,protein_coding,"ECK1029,ycdE",b1043,,,,,,,,,,
NC_000913.3,RefSeq,gene,1105414,1105725,,+,,312,gene-b1044,"ECOCYC:G6549,GeneID:949012",,ymdA,Gene,,,,,ymdA,protein_coding,ECK1030,b1044,,,,,,,,,,
NC_000913.3,RefSeq,gene,1105820,1106353,,+,,534,gene-b1045,"ECOCYC:G6550,GeneID:946987",,ymdB,Gene,,,,,ymdB,protein_coding,ECK1031,b1045,,,,,,,,,,
NC_000913.3,RefSeq,gene,1106355,1107776,,+,,1422,gene-b1046,"ECOCYC:G6551,GeneID:947321",,clsC,Gene,,,,,clsC,protein_coding,"ECK1032,ymdC",b1046,,,,,,,,,,
NC_000913.3,RefSeq,gene,1107784,1108941,,-,,1158,gene-b1047,"ECOCYC:G6552,GeneID:946944",,opgC,Gene,,,,,opgC,protein_coding,"ECK1033,mdoC,ymdD",b1047,,,,,,,,,,
NC_000913.3,RefSeq,gene,1109335,1110870,,+,,1536,gene-b1048,"ECOCYC:EG11885,GeneID:945005",,opgG,Gene,,,,,opgG,protein_coding,"ECK1034,mdoA,mdoG",b1048,,,,,,,,,,
NC_000913.3,RefSeq,gene,1110863,1113406,,+,,2544,gene-b1049,"ECOCYC:EG11886,GeneID:945624",,opgH,Gene,,,,,opgH,protein_coding,"ECK1035,mdoA,mdoH",b1049,,,,,,,,,,
NC_000913.3,RefSeq,gene,1113579,1113806,,+,,228,gene-b1050,"ECOCYC:EG12689,GeneID:945613",,yceK,Gene,,,,,yceK,protein_coding,ECK1036,b1050,,,,,,,,,,
NC_000913.3,RefSeq,gene,1113807,1114181,,-,,375,gene-b1051,"ECOCYC:EG11338,GeneID:945612",,msyB,Gene,,,,,msyB,protein_coding,ECK1037,b1051,,,,,,,,,,
NC_000913.3,RefSeq,gene,1114264,1115490,,-,,1227,gene-b1053,"ECOCYC:EG11343,GeneID:945627",,mdtG,Gene,,,,,mdtG,protein_coding,"ECK1038,yceE",b1053,,,,,,,,,,
NC_000913.3,RefSeq,gene,1115662,1116582,,-,,921,gene-b1054,"ECOCYC:EG10464,GeneID:946216",,lpxL,Gene,,,,,lpxL,protein_coding,"ECK1039,htrB,waaM",b1054,,,,,,,,,,
NC_000913.3,RefSeq,gene,1116807,1117859,,+,,1053,gene-b1055,"ECOCYC:EG11116,GeneID:945601",,trhO,Gene,,,,,trhO,protein_coding,"ECK1040,yceA",b1055,,,,,,,,,,
NC_000913.3,RefSeq,gene,1117901,1118476,,-,,576,gene-b1056,"ECOCYC:EG11820,GeneID:946145",,yceI,Gene,,,,,yceI,protein_coding,ECK1041,b1056,,,,,,,,,,
NC_000913.3,RefSeq,gene,1118480,1119046,,-,,567,gene-b1057,"ECOCYC:G6554,GeneID:945628",,yceJ,Gene,,,,,yceJ,protein_coding,ECK1042,b1057,,,,,,,,,,
NC_000913.3,RefSeq,gene,1119307,1119447,,-,,141,gene-b1058,"ECOCYC:G6555,GeneID:945629",,yceO,Gene,,,,,yceO,protein_coding,ECK1043,b1058,,,,,,,,,,
NC_000913.3,RefSeq,gene,1119468,1120586,,-,,1119,gene-b1059,"ECOCYC:G6556,GeneID:944983",,solA,Gene,,,,,solA,protein_coding,ECK1044,b1059,,,,,,,,,,
NC_000913.3,RefSeq,gene,1120701,1120955,,-,,255,gene-b1060,"ECOCYC:G6557,GeneID:946104",,bssS,Gene,,,,,bssS,protein_coding,"ECK1045,yceP",b1060,,,,,,,,,,
NC_000913.3,RefSeq,gene,1121242,1121487,,-,,246,gene-b1061,"ECOCYC:G6558,GeneID:945022",,dinI,Gene,,,,,dinI,protein_coding,ECK1046,b1061,,,,,,,,,,
NC_000913.3,RefSeq,gene,1121561,1122607,,-,,1047,gene-b1062,"ECOCYC:EG10806,GeneID:945787",,pyrC,Gene,,,,,pyrC,protein_coding,ECK1047,b1062,,,,,,,,,,
NC_000913.3,RefSeq,gene,1122713,1123273,,-,,561,gene-b1063,"ECOCYC:EG11117,GeneID:947377",,yceB,Gene,,,,,yceB,protein_coding,ECK1048,b1063,,,,,,,,,,
NC_000913.3,RefSeq,gene,1123407,1124054,,-,,648,gene-b1064,"ECOCYC:EG12688,GeneID:946926",,grxB,Gene,,,,,grxB,protein_coding,ECK1049,b1064,,,,,,,,,,
NC_000913.3,RefSeq,gene,1124118,1125326,,-,,1209,gene-b1065,"ECOCYC:G6559,GeneID:946920",,mdtH,Gene,,,,,mdtH,protein_coding,"ECK1050,yceL",b1065,,,,,,,,,,
NC_000913.3,RefSeq,gene,1125562,1126146,,+,,585,gene-b1066,"ECOCYC:EG10851,GeneID:946910",,rimJ,Gene,,,,,rimJ,protein_coding,"ECK1051,tcp",b1066,,,,,,,,,,
NC_000913.3,RefSeq,gene,1126157,1126804,,+,,648,gene-b1067,"ECOCYC:EG11537,GeneID:945633",,yceH,Gene,,,,,yceH,protein_coding,ECK1052,b1067,,,,,,,,,,
NC_000913.3,RefSeq,gene,1126806,1127729,,+,,924,gene-b1068,"ECOCYC:G6560,GeneID:945204",,yceM,Gene,,,,,yceM,protein_coding,"ECK1053,mviM",b1068,,,,,,,,,,
NC_000913.3,RefSeq,gene,1127839,1129374,,+,,1536,gene-b1069,"ECOCYC:G6561,GeneID:945487",,murJ,Gene,,,,,murJ,protein_coding,"ECK1054,mviN,yceN",b1069,,,,,,,,,,
NC_000913.3,RefSeq,gene,1129414,1129830,,-,,417,gene-b1070,"ECOCYC:G6562,GeneID:945634",,flgN,Gene,,,,,flgN,protein_coding,ECK1055,b1070,,,,,,,,,,
NC_000913.3,RefSeq,gene,1129835,1130128,,-,,294,gene-b1071,"ECOCYC:G369,GeneID:946684",,flgM,Gene,,,,,flgM,protein_coding,ECK1056,b1071,,,,,,,,,,
NC_000913.3,RefSeq,gene,1130204,1130863,,-,,660,gene-b1072,"ECOCYC:G357,GeneID:946300",,flgA,Gene,,,,,flgA,protein_coding,"ECK1057,flaU",b1072,,,,,,,,,,
NC_000913.3,RefSeq,gene,1131018,1131434,,+,,417,gene-b1073,"ECOCYC:G358,GeneID:945678",,flgB,Gene,,,,,flgB,protein_coding,"ECK1058,flbA",b1073,,,,,,,,,,
NC_000913.3,RefSeq,gene,1131438,1131842,,+,,405,gene-b1074,"ECOCYC:G359,GeneID:946687",,flgC,Gene,,,,,flgC,protein_coding,"ECK1059,flaW",b1074,,,,,,,,,,
NC_000913.3,RefSeq,gene,1131854,1132549,,+,,696,gene-b1075,"ECOCYC:G360,GeneID:945813",,flgD,Gene,,,,,flgD,protein_coding,"ECK1060,flaV",b1075,,,,,,,,,,
NC_000913.3,RefSeq,gene,1132574,1133782,,+,,1209,gene-b1076,"ECOCYC:G361,GeneID:945636",,flgE,Gene,,,,,flgE,protein_coding,"ECK1061,flaK",b1076,,,,,,,,,,
NC_000913.3,RefSeq,gene,1133802,1134557,,+,,756,gene-b1077,"ECOCYC:G362,GeneID:945639",,flgF,Gene,,,,,flgF,protein_coding,"ECK1062,flaX",b1077,,,,,,,,,,
NC_000913.3,RefSeq,gene,1134729,1135511,,+,,783,gene-b1078,"ECOCYC:G363,GeneID:945647",,flgG,Gene,,,,,flgG,protein_coding,"ECK1063,flaL",b1078,,,,,,,,,,
NC_000913.3,RefSeq,gene,1135564,1136262,,+,,699,gene-b1079,"ECOCYC:G364,GeneID:946996",,flgH,Gene,,,,,flgH,protein_coding,"ECK1064,flaY",b1079,,,,,,,,,,
NC_000913.3,RefSeq,gene,1136274,1137371,,+,,1098,gene-b1080,"ECOCYC:G365,GeneID:947534",,flgI,Gene,,,,,flgI,protein_coding,"ECK1065,flaM",b1080,,,,,,,,,,
NC_000913.3,RefSeq,gene,1137371,1138312,,+,,942,gene-b1081,"ECOCYC:G366,GeneID:947456",,flgJ,Gene,,,,,flgJ,protein_coding,"ECK1066,flaZ",b1081,,,,,,,,,,
NC_000913.3,RefSeq,gene,1138378,1140021,,+,,1644,gene-b1082,"ECOCYC:EG11967,GeneID:945648",,flgK,Gene,,,,,flgK,protein_coding,"ECK1067,flaS",b1082,,,,,,,,,,
NC_000913.3,RefSeq,gene,1140033,1140986,,+,,954,gene-b1083,"ECOCYC:EG11545,GeneID:945646",,flgL,Gene,,,,,flgL,protein_coding,"ECK1068,flaT",b1083,,,,,,,,,,
NC_000913.3,RefSeq,gene,1140986,1141063,,+,,78,gene-b4826,"ECOCYC:G0-17101,GeneID:71004558",,flgO,Gene,,,,,flgO,ncRNA,ECK4683,b4826,,,,,,,,,,
NC_000913.3,RefSeq,gene,1141182,1144367,,-,,3186,gene-b1084,"ECOCYC:EG10859,GeneID:945641",,rne,Gene,,,,,rne,protein_coding,"ams,ECK1069,hmp1,smbB",b1084,,,,,,,,,,
NC_000913.3,RefSeq,gene,1144502,1144822,,+,,321,gene-b1085,"ECOCYC:G6563,GeneID:945640",,yceQ,Gene,,,,,yceQ,protein_coding,ECK1070,b1085,,,,,,,,,,
NC_000913.3,RefSeq,gene,1144940,1145899,,+,,960,gene-b1086,"ECOCYC:EG11118,GeneID:945637",,rluC,Gene,,,,,rluC,protein_coding,"ECK1071,yceC",b1086,,,,,,,,,,
NC_000913.3,RefSeq,gene,1146011,1146595,,-,,585,gene-b1087,"ECOCYC:EG11438,GeneID:945631",,yceF,Gene,,,,,yceF,protein_coding,ECK1072,b1087,,,,,,,,,,
NC_000913.3,RefSeq,gene,1146589,1146757,,+,,169,gene-b4418,"ECOCYC:G0-8862,GeneID:2847755",,sraB,Gene,,,,,sraB,ncRNA,"ECK1073,pke20,psrA4,psrD",b4418,,,,,,,,,,
NC_000913.3,RefSeq,gene,1146794,1147315,,+,,522,gene-b1088,"ECOCYC:EG11119,GeneID:945650",,yceD,Gene,,,,,yceD,protein_coding,ECK1074,b1088,,,,,,,,,,
NC_000913.3,RefSeq,gene,1147367,1147540,,+,,174,gene-b1089,"ECOCYC:EG10890,GeneID:945657",,rpmF,Gene,,,,,rpmF,protein_coding,ECK1075,b1089,,,,,,,,,,
NC_000913.3,RefSeq,gene,1147621,1148691,,+,,1071,gene-b1090,"ECOCYC:EG11437,GeneID:946165",,plsX,Gene,,,,,plsX,protein_coding,ECK1076,b1090,,,,,,,,,,
NC_000913.3,RefSeq,gene,1148759,1149712,,+,,954,gene-b1091,"ECOCYC:EG10277,GeneID:946003",,fabH,Gene,,,,,fabH,protein_coding,ECK1077,b1091,,,,,,,,,,
NC_000913.3,RefSeq,gene,1149728,1150657,,+,,930,gene-b1092,"ECOCYC:EG11317,GeneID:945766",,fabD,Gene,,,,,fabD,protein_coding,"ECK1078,tfpA",b1092,,,,,,,,,,
NC_000913.3,RefSeq,gene,1150670,1151404,,+,,735,gene-b1093,"ECOCYC:EG11318,GeneID:945645",,fabG,Gene,,,,,fabG,protein_coding,ECK1079,b1093,,,,,,,,,,
NC_000913.3,RefSeq,gene,1151615,1151851,,+,,237,gene-b1094,"ECOCYC:EG50003,GeneID:944805",,acpP,Gene,,,,,acpP,protein_coding,ECK1080,b1094,,,,,,,,,,
NC_000913.3,RefSeq,gene,1151939,1153180,,+,,1242,gene-b1095,"ECOCYC:EG12606,GeneID:946665",,fabF,Gene,,,,,fabF,protein_coding,"cvc,ECK1081,fabJ,vtr,vtrB",b1095,,,,,,,,,,
NC_000913.3,RefSeq,gene,1153300,1154109,,+,,810,gene-b1096,"ECOCYC:EG11493,GeneID:946647",,pabC,Gene,,,,,pabC,protein_coding,ECK1082,b1096,,,,,,,,,,
NC_000913.3,RefSeq,gene,1154112,1155134,,+,,1023,gene-b1097,"ECOCYC:EG11494,GeneID:945660",,mltG,Gene,,,,,mltG,protein_coding,"ECK1083,yceG",b1097,,,,,,,,,,
NC_000913.3,RefSeq,gene,1155124,1155765,,+,,642,gene-b1098,"ECOCYC:EG12302,GeneID:945663",,tmk,Gene,,,,,tmk,protein_coding,"ECK1084,ycfG",b1098,,,,,,,,,,
NC_000913.3,RefSeq,gene,1155762,1156766,,+,,1005,gene-b1099,"ECOCYC:EG11500,GeneID:945661",,holB,Gene,,,,,holB,protein_coding,ECK1085,b1099,,,,,,,,,,
NC_000913.3,RefSeq,gene,1156777,1157574,,+,,798,gene-b1100,"ECOCYC:EG12303,GeneID:945656",,ycfH,Gene,,,,,ycfH,protein_coding,ECK1086,b1100,,,,,,,,,,
NC_000913.3,RefSeq,gene,1157869,1159302,,+,,1434,gene-b1101,"ECOCYC:EG10787,GeneID:945651",,ptsG,Gene,,,,,ptsG,protein_coding,"car,cat,catB2,CR,ECK1087,glcA,gptA,tgl,umg,umgC",b1101,,,,,,,,,,
NC_000913.3,RefSeq,gene,1159362,1161551,,-,,2190,gene-b1102,"ECOCYC:EG10306,GeneID:945649",,fhuE,Gene,,,,,fhuE,protein_coding,ECK1088,b1102,,,,,,,,,,
NC_000913.3,RefSeq,gene,1161885,1162244,,+,,360,gene-b1103,"ECOCYC:EG12172,GeneID:948549",,hinT,Gene,,,,,hinT,protein_coding,"ECK1089,ycfF",b1103,,,,,,,,,,
NC_000913.3,RefSeq,gene,1162247,1162624,,+,,378,gene-b1104,"ECOCYC:G6564,GeneID:948539",,ycfL,Gene,,,,,ycfL,protein_coding,ECK1090,b1104,,,,,,,,,,
NC_000913.3,RefSeq,gene,1162638,1163279,,+,,642,gene-b1105,"ECOCYC:G6565,GeneID:948536",,lpoB,Gene,,,,,lpoB,protein_coding,"ECK1091,ycfM",b1105,,,,,,,,,,
NC_000913.3,RefSeq,gene,1163260,1164084,,+,,825,gene-b1106,"ECOCYC:G6566,GeneID:948525",,thiK,Gene,,,,,thiK,protein_coding,"ECK1092,ycfN",b1106,,,,,,,,,,
NC_000913.3,RefSeq,gene,1164095,1165120,,+,,1026,gene-b1107,"ECOCYC:G6567,GeneID:945671",,nagZ,Gene,,,,,nagZ,protein_coding,"ECK1093,ycfO",b1107,,,,,,,,,,
NC_000913.3,RefSeq,gene,1165143,1165685,,+,,543,gene-b1108,"ECOCYC:G6568,GeneID:945676",,ycfP,Gene,,,,,ycfP,protein_coding,ECK1094,b1108,,,,,,,,,,
NC_000913.3,RefSeq,gene,1166085,1167389,,+,,1305,gene-b1109,"ECOCYC:EG10649,GeneID:946792",,ndh,Gene,,,,,ndh,protein_coding,ECK1095,b1109,,,,,,,,,,
NC_000913.3,RefSeq,gene,1167599,1168138,,+,,540,gene-b1110,"ECOCYC:EG12444,GeneID:945977",,ycfJ,Gene,,,,,ycfJ,protein_coding,ECK1096,b1110,,,,,,,,,,
NC_000913.3,RefSeq,gene,1168200,1168832,,-,,633,gene-b1111,"ECOCYC:G6569,GeneID:947425",,comR,Gene,,,,,comR,protein_coding,"ECK1097,ycfQ",b1111,,,,,,,,,,
NC_000913.3,RefSeq,gene,1169073,1169330,,+,,258,gene-b1112,"ECOCYC:G6570,GeneID:945492",,bhsA,Gene,,,,,bhsA,protein_coding,"comC,ECK1098,ycfR",b1112,,,,,,,,,,
NC_000913.3,RefSeq,gene,1169303,1169402,,+,,100,gene-b4832,"ECOCYC:G0-17107,GeneID:71004559",,bhsB,Gene,,,,,bhsB,ncRNA,ECK4689,b4832,,,,,,,,,,
NC_000913.3,RefSeq,gene,1169412,1170374,,-,,963,gene-b1113,"ECOCYC:G6571,GeneID:945666",,ldtC,Gene,,,,,ldtC,protein_coding,"ECK1099,ycfS",b1113,,,,,,,,,,
NC_000913.3,RefSeq,gene,1170518,1173964,,-,,3447,gene-b1114,"ECOCYC:EG11619,GeneID:945681",,mfd,Gene,,,,,mfd,protein_coding,ECK1100,b1114,,,,,,,,,,
NC_000913.3,RefSeq,gene,1174092,1175165,,-,,1074,gene-b1115,"ECOCYC:G6572,GeneID:945679",,ycfT,Gene,,,,,ycfT,protein_coding,ECK1101,b1115,,,,,,,,,,
NC_000913.3,RefSeq,gene,1175427,1176626,,+,,1200,gene-b1116,"ECOCYC:G6573,GeneID:945673",,lolC,Gene,,,,,lolC,protein_coding,"ECK1102,ycfU",b1116,,,,,,,,,,
NC_000913.3,RefSeq,gene,1176619,1177320,,+,,702,gene-b1117,"ECOCYC:G6574,GeneID:945670",,lolD,Gene,,,,,lolD,protein_coding,"ECK1103,ycfV",b1117,,,,,,,,,,
NC_000913.3,RefSeq,gene,1177320,1178564,,+,,1245,gene-b1118,"ECOCYC:G6575,GeneID:945665",,lolE,Gene,,,,,lolE,protein_coding,"ECK1104,ycfW",b1118,,,,,,,,,,
NC_000913.3,RefSeq,gene,1178593,1179504,,+,,912,gene-b1119,"ECOCYC:G6576,GeneID:945664",,nagK,Gene,,,,,nagK,protein_coding,"ECK1105,ycfX",b1119,,,,,,,,,,
NC_000913.3,RefSeq,gene,1179520,1180359,,+,,840,gene-b1120,"ECOCYC:G6577,GeneID:945687",,cobB,Gene,,,,,cobB,protein_coding,"ECK1106,ycfY",b1120,,,,,,,,,,
NC_000913.3,RefSeq,gene,1180479,1181267,,-,,789,gene-b1121,"ECOCYC:G6578,GeneID:945685",,ycfZ,Gene,,,,,ycfZ,protein_coding,ECK1107,b1121,,,,,,,,,,
NC_000913.3,RefSeq,gene,1181264,1181725,,-,,462,gene-b1122,"ECOCYC:G6579,GeneID:945684",,ymfA,Gene,,,,,ymfA,protein_coding,ECK1108,b1122,,,,,,,,,,
NC_000913.3,RefSeq,gene,1181783,1182829,,-,,1047,gene-b1123,"ECOCYC:EG10752,GeneID:945682",,potD,Gene,,,,,potD,protein_coding,ECK1109,b1123,,,,,,,,,,
NC_000913.3,RefSeq,gene,1182826,1183620,,-,,795,gene-b1124,"ECOCYC:EG10751,GeneID:945691",,potC,Gene,,,,,potC,protein_coding,ECK1110,b1124,,,,,,,,,,
NC_000913.3,RefSeq,gene,1183617,1184444,,-,,828,gene-b1125,"ECOCYC:EG10750,GeneID:945692",,potB,Gene,,,,,potB,protein_coding,ECK1111,b1125,,,,,,,,,,
NC_000913.3,RefSeq,gene,1184458,1185594,,-,,1137,gene-b1126,"ECOCYC:EG10749,GeneID:946323",,potA,Gene,,,,,potA,protein_coding,ECK1112,b1126,,,,,,,,,,
NC_000913.3,RefSeq,gene,1185844,1187070,,+,,1227,gene-b1127,"ECOCYC:EG11549,GeneID:946333",,pepT,Gene,,,,,pepT,protein_coding,ECK1113,b1127,,,,,,,,,,
NC_000913.3,RefSeq,gene,1187119,1188240,,-,,1122,gene-b1128,"ECOCYC:EG11430,GeneID:945391",,roxA,Gene,,,,,roxA,protein_coding,"ECK1114,ycfD",b1128,,,,,,,,,,
NC_000913.3,RefSeq,gene,1188316,1189776,,-,,1461,gene-b1129,"ECOCYC:EG10732,GeneID:946326",,phoQ,Gene,,,,,phoQ,protein_coding,ECK1115,b1129,,,,,,,,,,
NC_000913.3,RefSeq,gene,1189776,1190447,,-,,672,gene-b1130,"ECOCYC:EG10731,GeneID:945697",,phoP,Gene,,,,,phoP,protein_coding,ECK1116,b1130,,,,,,,,,,
NC_000913.3,RefSeq,gene,1190165,1190508,,+,,344,gene-b4843,"ECOCYC:G0-17124,GeneID:302211666",,asphoP,Gene,,,,,asphoP,ncRNA,ECK4700,b4843,,,,,,,,,,
NC_000913.3,RefSeq,gene,1190616,1191986,,-,,1371,gene-b1131,"ECOCYC:EG11314,GeneID:945695",,purB,Gene,,,,,purB,protein_coding,"ade,ade(h),ECK1117",b1131,,,,,,,,,,
NC_000913.3,RefSeq,gene,1191990,1192631,,-,,642,gene-b1132,"ECOCYC:EG11345,GeneID:945693",,hflD,Gene,,,,,hflD,protein_coding,"ECK1118,hslZ,ycfC",b1132,,,,,,,,,,
NC_000913.3,RefSeq,gene,1192667,1193773,,-,,1107,gene-b1133,"ECOCYC:EG11344,GeneID:945690",,mnmA,Gene,,,,,mnmA,protein_coding,"asuE,ECK1119,trmU,ycfB",b1133,,,,,,,,,,
NC_000913.3,RefSeq,gene,1193827,1194288,,-,,462,gene-b1134,"ECOCYC:G6580,GeneID:945689",,nudJ,Gene,,,,,nudJ,protein_coding,"ECK1120,ymfB",b1134,,,,,,,,,,
NC_000913.3,RefSeq,gene,1194298,1194951,,-,,654,gene-b1135,"ECOCYC:G6581,GeneID:945701",,rluE,Gene,,,,,rluE,protein_coding,"ECK1121,ymfC",b1135,,,,,,,,,,
NC_000913.3,RefSeq,gene,1195123,1196373,,+,,1251,gene-b1136,"ECOCYC:EG10489,GeneID:945702",,icd,Gene,,,,,icd,protein_coding,"ECK1122,icdA,icdE",b1136,,,,,,,,,,
NC_000913.3,RefSeq,gene,1196711,1196782,,+,,72,gene-b4806,"ECOCYC:G0-8897,GeneID:71004560",,C0293,Gene,,,,,C0293,ncRNA,ECK4663,b4806,,,,,,,,,,
NC_000913.3,RefSeq,gene,1196867,1197532,,-,,666,gene-b1137,"ECOCYC:G6582,GeneID:945329",,ymfD,Gene,,,,,ymfD,protein_coding,ECK1123,b1137,,,,,,,,,,
NC_000913.3,RefSeq,gene,1197533,1198237,,-,,705,gene-b1138,"ECOCYC:G6583,GeneID:946722",,ymfE,Gene,,,,,ymfE,protein_coding,ECK1124,b1138,,,,,,,,,,
NC_000913.3,RefSeq,gene,1198695,1199588,,+,,894,gene-b1139,"ECOCYC:EG10535,GeneID:948421",,lit,Gene,,,,,lit,protein_coding,ECK1125,b1139,,,,,,,,,,
NC_000913.3,RefSeq,gene,1199679,1200806,,-,,1128,gene-b1140,"ECOCYC:EG12370,GeneID:948034",,intE,Gene,,,,,intE,protein_coding,"ECK1126,int(Lambda),ycfI",b1140,,,,,,,,,,
NC_000913.3,RefSeq,gene,1200787,1201032,,-,,246,gene-b1141,"ECOCYC:G6585,GeneID:945705",,xisE,Gene,,,,,xisE,protein_coding,"ECK1127,ymfG",b1141,,,,,,,,,,
NC_000913.3,RefSeq,gene,1201069,1201380,,-,,312,gene-b1142,"ECOCYC:G6586,GeneID:945706",,ymfH,Gene,,,,,ymfH,protein_coding,ECK1128,b1142,,,,,,,,,,
NC_000913.3,RefSeq,gene,1201497,1201838,,+,,342,gene-b1143,"ECOCYC:G6587,GeneID:945712",,ymfI,Gene,,,,,ymfI,protein_coding,ECK1129,b1143,,,,,,,,,,
NC_000913.3,RefSeq,gene,1201776,1202084,,-,,309,gene-b1144,"ECOCYC:G6588,GeneID:945718",,ymfJ,Gene,,,,,ymfJ,protein_coding,ECK1130,b1144,,,,,,,,,,
NC_000913.3,RefSeq,gene,1202259,1202933,,-,,675,gene-b1145,"ECOCYC:G6589,GeneID:945719",,ymfK,Gene,,,,,ymfK,protein_coding,"cohE,ECK1131",b1145,,,,,,,,,,
NC_000913.3,RefSeq,gene,1203024,1203224,,+,,201,gene-b1146,"ECOCYC:G6590,GeneID:945720",,ymfT,Gene,,,,,ymfT,protein_coding,"croE,ECK1132",b1146,,,,,,,,,,
NC_000913.3,RefSeq,gene,1203268,1203825,,+,,558,gene-b1147,"ECOCYC:G6591,GeneID:945717",,ymfL,Gene,,,,,ymfL,protein_coding,ECK1133,b1147,,,,,,,,,,
NC_000913.3,RefSeq,gene,1203822,1204160,,+,,339,gene-b1148,"ECOCYC:G6592,GeneID:945715",,ymfM,Gene,,,,,ymfM,protein_coding,"ECK1134,sfiC",b1148,,,,,,,,,,
NC_000913.3,RefSeq,gene,1204170,1205537,,+,,1368,gene-b1149,"ECOCYC:G6593,GeneID:945708",,ymfN,Gene,,,,,ymfN,protein_coding,ECK1135,b1149,,,,,,,,,,
NC_000913.3,RefSeq,gene,1205549,1205731,,+,,183,gene-b1150,"ECOCYC:G6594,GeneID:945700",,ymfR,Gene,,,,,ymfR,protein_coding,ECK1136,b1150,,,,,,,,,,
NC_000913.3,RefSeq,gene,1205731,1206204,,+,,474,gene-b1151,"ECOCYC:G6595,GeneID:945698",,beeE,Gene,,,,,beeE,protein_coding,"ECK1137,ymfO",b1151,,,,,,,,,,
NC_000913.3,RefSeq,gene,1206913,1207497,,+,,585,gene-b1153,"ECOCYC:G6597,GeneID:945707",,ymfQ,Gene,,,,,ymfQ,protein_coding,ECK1139,b1153,,,,,,,,,,
NC_000913.3,RefSeq,gene,1207501,1208130,,+,,630,gene-b1154,"ECOCYC:EG12877,GeneID:945726",,ycfK,Gene,,,,,ycfK,protein_coding,"ECK1140,stfP",b1154,,,,,,,,,,
NC_000913.3,RefSeq,gene,1208132,1208545,,+,,414,gene-b1155,"ECOCYC:G6598,GeneID:945724",,tfaP,Gene,,,,,tfaP,protein_coding,"ECK1141,ymfS",b1155,,,,,,,,,,
NC_000913.3,RefSeq,gene,1208517,1209119,,-,,603,gene-b1156,"ECOCYC:EG11120,GeneID:945723",,tfaE,Gene,,,,,tfaE,protein_coding,"ECK1142,ycfA",b1156,,,,,,,,,,
NC_000913.3,RefSeq,gene,1209685,1210239,,+,,555,gene-b1158,"ECOCYC:EG10737,GeneID:945721",,pinE,Gene,,,,,pinE,protein_coding,"ECK1144,pin",b1158,,,,,,,,,,
NC_000913.3,RefSeq,gene,1210346,1211179,,+,,834,gene-b1159,"ECOCYC:EG10573,GeneID:945727",,mcrA,Gene,,,,,mcrA,protein_coding,"ECK1145,rglA",b1159,,,,,,,,,,
NC_000913.3,RefSeq,gene,1211680,1212003,,-,,324,gene-b1160,"ECOCYC:G6600,GeneID:945729",,iraM,Gene,,,,,iraM,protein_coding,"ECK1147,elb1,elbA,ycgW",b1160,,,,,,,,,,
NC_000913.3,RefSeq,gene,1212260,1212304,,-,,45,gene-b4738,"ECOCYC:G0-16733,GeneID:38094949",,ymgK,Gene,,,,,ymgK,protein_coding,ECK4595,b4738,,,,,,,,,,
NC_000913.3,RefSeq,gene,1212540,1212650,,-,,111,gene-b4739,"ECOCYC:G0-16734,GeneID:38094950",,ymgL,Gene,,,,,ymgL,protein_coding,ECK4596,b4739,,,,,,,,,,
NC_000913.3,RefSeq,gene,1212703,1213107,,-,,405,gene-b1161,"ECOCYC:G6601,GeneID:945733",,ycgX,Gene,,,,,ycgX,protein_coding,ECK1148,b1161,,,,,,,,,,
NC_000913.3,RefSeq,gene,1213328,1214059,,-,,732,gene-b1162,"ECOCYC:G6602,GeneID:945735",,bluR,Gene,,,,,bluR,protein_coding,"ECK1149,ycgE",b1162,,,,,,,,,,
NC_000913.3,RefSeq,gene,1214264,1215475,,-,,1212,gene-b1163,"ECOCYC:G6603,GeneID:947592",,bluF,Gene,,,,,bluF,protein_coding,"ECK1150,ycgF",b1163,,,,,,,,,,
NC_000913.3,RefSeq,gene,1215789,1216025,,+,,237,gene-b1164,"ECOCYC:G6604,GeneID:945885",,ycgZ,Gene,,,,,ycgZ,protein_coding,ECK1151,b1164,,,,,,,,,,
NC_000913.3,RefSeq,gene,1216068,1216340,,+,,273,gene-b1165,"ECOCYC:G6605,GeneID:948991",,ymgA,Gene,,,,,ymgA,protein_coding,ECK1152,b1165,,,,,,,,,,
NC_000913.3,RefSeq,gene,1216369,1216635,,+,,267,gene-b1166,"ECOCYC:G6606,GeneID:945340",,ariR,Gene,,,,,ariR,protein_coding,"ECK1153,ymgB",b1166,,,,,,,,,,
NC_000913.3,RefSeq,gene,1216748,1216996,,+,,249,gene-b1167,"ECOCYC:G6607,GeneID:945090",,ymgC,Gene,,,,,ymgC,protein_coding,ECK1154,b1167,,,,,,,,,,
