seqid,source,type,start,end,score,strand,phase,length,ID,Dbxref,Is_circular,Name,gbkey,genome,mol_type,strain,substrain,gene,gene_biotype,gene_synonym,locus_tag,Parent,product,protein_id,transl_table,mobile_element_type,Note,pseudo,orig_protein_id,exception,transl_except
NC_000913.3,RefSeq,CDS,359992,361146,,+,0,1155,cds-NP_414875.1,"UniProtKB/Swiss-Prot:P17583,GenBank:NP_414875.1,ECOCYC:EG10177,GeneID:946770",,NP_414875.1,CDS,,,,,cynX,,,b0341,gene-b0341,cyanate transporter,NP_414875.1,11,,,,,,
NC_000913.3,RefSeq,CDS,361249,361860,,-,0,612,cds-NP_414876.1,"UniProtKB/Swiss-Prot:P07464,GenBank:NP_414876.1,ECOCYC:EG10524,GeneID:945674",,NP_414876.1,CDS,,,,,lacA,,,b0342,gene-b0342,galactoside O-acetyltransferase,NP_414876.1,11,,,,,,
NC_000913.3,RefSeq,CDS,361926,363179,,-,0,1254,cds-NP_414877.1,"UniProtKB/Swiss-Prot:P02920,GenBank:NP_414877.1,ECOCYC:EG10526,GeneID:949083",,NP_414877.1,CDS,,,,,lacY,,,b0343,gene-b0343,lactose permease,NP_414877.1,11,,,,,,
NC_000913.3,RefSeq,CDS,363231,366305,,-,0,3075,cds-NP_414878.1,"UniProtKB/Swiss-Prot:P00722,GenBank:NP_414878.1,ECOCYC:EG10527,GeneID:945006",,NP_414878.1,CDS,,,,,lacZ,,,b0344,gene-b0344,beta-galactosidase,NP_414878.1,11,,,,,,
NC_000913.3,RefSeq,CDS,366428,367510,,-,0,1083,cds-NP_414879.3,"UniProtKB/Swiss-Prot:P03023,GenBank:NP_414879.3,ECOCYC:EG10525,GeneID:945007",,NP_414879.3,CDS,,,,,lacI,,,b0345,gene-b0345,DNA-binding transcriptional repressor LacI,NP_414879.3,11,,,,,,
NC_000913.3,RefSeq,CDS,367587,368420,,-,0,834,cds-NP_414880.2,"UniProtKB/Swiss-Prot:P77569,GenBank:NP_414880.2,ECOCYC:G6201,GeneID:945938",,NP_414880.2,CDS,,,,,mhpR,,,b0346,gene-b0346,DNA-binding transcriptional activator MhpR,NP_414880.2,11,,,,,,
NC_000913.3,RefSeq,CDS,368611,370275,,+,0,1665,cds-NP_414881.1,"UniProtKB/Swiss-Prot:P77397,GenBank:NP_414881.1,ECOCYC:M010,GeneID:945197",,NP_414881.1,CDS,,,,,mhpA,,,b0347,gene-b0347,3-(3-hydroxyphenyl)propanoate hydroxylase,NP_414881.1,11,,,,,,
NC_000913.3,RefSeq,CDS,370277,371221,,+,0,945,cds-NP_414882.1,"UniProtKB/Swiss-Prot:P0ABR9,GenBank:NP_414882.1,ECOCYC:M011,GeneID:945047",,NP_414882.1,CDS,,,,,mhpB,,,b0348,gene-b0348,3-carboxyethylcatechol 2%2C3-dioxygenase,NP_414882.1,11,,,,,,
NC_000913.3,RefSeq,CDS,371239,372105,,+,0,867,cds-NP_414883.5,"UniProtKB/Swiss-Prot:P77044,GenBank:NP_414883.5,ECOCYC:M012,GeneID:944954",,NP_414883.5,CDS,,,,,mhpC,,,b0349,gene-b0349,2-hydroxy-6-ketonona-2%2C4-dienedioate hydrolase,NP_414883.5,11,,,,,,
NC_000913.3,RefSeq,CDS,372115,372924,,+,0,810,cds-NP_414884.2,"UniProtKB/Swiss-Prot:P77608,GenBank:NP_414884.2,ECOCYC:M013,GeneID:944768",,NP_414884.2,CDS,,,,,mhpD,,,b0350,gene-b0350,2-hydroxypentadienoate hydratase,NP_414884.2,11,,,,,,
NC_000913.3,RefSeq,CDS,372921,373871,,+,0,951,cds-NP_414885.1,"UniProtKB/Swiss-Prot:P77580,GenBank:NP_414885.1,ECOCYC:M014,GeneID:945008",,NP_414885.1,CDS,,,,,mhpF,,,b0351,gene-b0351,acetaldehyde dehydrogenase (acetylating) MhpF,NP_414885.1,11,,,,,,
NC_000913.3,RefSeq,CDS,373868,374881,,+,0,1014,cds-NP_414886.1,"UniProtKB/Swiss-Prot:P51020,GenBank:NP_414886.1,ECOCYC:G6205,GeneID:945012",,NP_414886.1,CDS,,,,,mhpE,,,b0352,gene-b0352,4-hydroxy-2-oxovalerate aldolase,NP_414886.1,11,,,,,,
NC_000913.3,RefSeq,CDS,375459,376670,,+,0,1212,cds-NP_414887.2,"UniProtKB/Swiss-Prot:P77589,GenBank:NP_414887.2,ECOCYC:G6206,GeneID:944997",,NP_414887.2,CDS,,,,,mhpT,,,b0353,gene-b0353,3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter,NP_414887.2,11,,,,,,
NC_000913.3,RefSeq,CDS,376772,377311,,+,0,540,cds-NP_414888.4,"UniProtKB/Swiss-Prot:P51024,GenBank:NP_414888.4,ECOCYC:G6207,GeneID:944993",,NP_414888.4,CDS,,,,,yaiL,,,b0354,gene-b0354,DUF2058 domain-containing protein YaiL,NP_414888.4,11,,,,,,
NC_000913.3,RefSeq,CDS,377535,378368,,-,0,834,cds-NP_414889.1,"UniProtKB/Swiss-Prot:P51025,GenBank:NP_414889.1,ECOCYC:G6208,GeneID:944991",,NP_414889.1,CDS,,,,,frmB,,,b0355,gene-b0355,S-formylglutathione hydrolase FrmB,NP_414889.1,11,,,,,,
NC_000913.3,RefSeq,CDS,378462,379571,,-,0,1110,cds-NP_414890.1,"UniProtKB/Swiss-Prot:P25437,GenBank:NP_414890.1,ECOCYC:EG50010,GeneID:944988",,NP_414890.1,CDS,,,,,frmA,,,b0356,gene-b0356,S-(hydroxymethyl)glutathione dehydrogenase,NP_414890.1,11,,,,,,
NC_000913.3,RefSeq,CDS,379606,379881,,-,0,276,cds-NP_414891.4,"UniProtKB/Swiss-Prot:P0AAP3,GenBank:NP_414891.4,ECOCYC:G6209,GeneID:944986",,NP_414891.4,CDS,,,,,frmR,,,b0357,gene-b0357,DNA-binding transcriptional repressor FrmR,NP_414891.4,11,,,,,,
NC_000913.3,RefSeq,CDS,380069,380842,,-,0,774,cds-NP_414892.1,"UniProtKB/Swiss-Prot:Q47534,GenBank:NP_414892.1,ECOCYC:G6210,GeneID:945014",,NP_414892.1,CDS,,,,,yaiO,,,b0358,gene-b0358,outer membrane protein YaiO,NP_414892.1,11,,,,,,
NC_000913.3,RefSeq,CDS,382591,382872,,-,0,282,cds-gnl|b4579|CDS384,"ECOCYC:G6214,GeneID:4056039",,,CDS,,,,,yaiX,,,b4579,gene-b4579,putative acyltransferase%2C N-terminal fragment,,11,,,true,gnl|b4579|CDS384,,
NC_000913.3,RefSeq,CDS,380844,381260,,-,0,417,cds-gnl|b4579|CDS384,"ECOCYC:G6214,GeneID:4056039",,,CDS,,,,,yaiX,,,b4579,gene-b4579,putative acyltransferase%2C N-terminal fragment,,11,,,true,gnl|b4579|CDS384,,
NC_000913.3,RefSeq,CDS,381351,381716,,+,0,366,cds-NP_414894.2,"UniProtKB/Swiss-Prot:P0CF40,GenBank:NP_414894.2,ECOCYC:G6212,GeneID:945025",,NP_414894.2,CDS,,,,,insC1,,,b0360,gene-b0360,IS2 element protein InsA,NP_414894.2,11,,,,,,
NC_000913.3,RefSeq,CDS,381674,382579,,+,0,906,cds-NP_414895.1,"UniProtKB/Swiss-Prot:P0CF53,GenBank:NP_414895.1,ECOCYC:G6213,GeneID:945203",,NP_414895.1,CDS,,,,,insD1,,,b0361,gene-b0361,IS2 element protein,NP_414895.1,11,,,,,,
NC_000913.3,RefSeq,CDS,382739,383935,,-,0,1197,cds-NP_414897.1,"UniProtKB/Swiss-Prot:Q47536,GenBank:NP_414897.1,ECOCYC:G6215,GeneID:945308",,NP_414897.1,CDS,,,,,yaiP,,,b0363,gene-b0363,putative glucosyltransferase,NP_414897.1,11,,,,,,
NC_000913.3,RefSeq,CDS,383960,384079,,+,0,120,cds-YP_009518749.1,"UniProtKB/Swiss-Prot:P0DPN1,GenBank:YP_009518749.1,ECOCYC:G0-16726,GeneID:38094941",,YP_009518749.1,CDS,,,,,ykiC,,,b4731,gene-b4731,protein YkiC,YP_009518749.1,11,,,,,,
NC_000913.3,RefSeq,CDS,384059,384616,,-,0,558,cds-NP_414898.4,"UniProtKB/Swiss-Prot:P71311,GenBank:NP_414898.4,ECOCYC:G6216,GeneID:946967",,NP_414898.4,CDS,,,,,yaiS,,,b0364,gene-b0364,putative deacetylase YaiS,NP_414898.4,11,,,,,,
NC_000913.3,RefSeq,CDS,385232,386194,,+,0,963,cds-NP_414899.2,"UniProtKB/Swiss-Prot:Q47537,GenBank:NP_414899.2,ECOCYC:G6217,GeneID:945030",,NP_414899.2,CDS,,,,,tauA,,,b0365,gene-b0365,taurine ABC transporter periplasmic binding protein,NP_414899.2,11,,,,,,
NC_000913.3,RefSeq,CDS,386207,386974,,+,0,768,cds-NP_414900.1,"UniProtKB/Swiss-Prot:Q47538,GenBank:NP_414900.1,ECOCYC:G6218,GeneID:945027",,NP_414900.1,CDS,,,,,tauB,,,b0366,gene-b0366,taurine ABC transporter ATP binding subunit,NP_414900.1,11,,,,,,
NC_000913.3,RefSeq,CDS,386971,387798,,+,0,828,cds-NP_414901.1,"UniProtKB/Swiss-Prot:Q47539,GenBank:NP_414901.1,ECOCYC:G6219,GeneID:945026",,NP_414901.1,CDS,,,,,tauC,,,b0367,gene-b0367,taurine ABC transporter membrane subunit,NP_414901.1,11,,,,,,
NC_000913.3,RefSeq,CDS,387795,388646,,+,0,852,cds-NP_414902.1,"UniProtKB/Swiss-Prot:P37610,GenBank:NP_414902.1,ECOCYC:EG12423,GeneID:945021",,NP_414902.1,CDS,,,,,tauD,,,b0368,gene-b0368,taurine dioxygenase,NP_414902.1,11,,,,,,
NC_000913.3,RefSeq,CDS,388753,389727,,-,0,975,cds-NP_414903.4,"UniProtKB/Swiss-Prot:P0ACB2,GenBank:NP_414903.4,ECOCYC:EG10428,GeneID:945017",,NP_414903.4,CDS,,,,,hemB,,,b0369,gene-b0369,porphobilinogen synthase,NP_414903.4,11,,,,,,
NC_000913.3,RefSeq,CDS,390251,391708,,+,0,1458,cds-gnl|b4580|CDS395,"ECOCYC:G6222,GeneID:4056040",,,CDS,,,,,yaiT,,,b4580,gene-b4580,putative autotransporter YaiT,,11,,,true,gnl|b4580|CDS395,,
NC_000913.3,RefSeq,CDS,392970,394418,,+,0,1449,cds-gnl|b4580|CDS395,"ECOCYC:G6222,GeneID:4056040",,,CDS,,,,,yaiT,,,b4580,gene-b4580,putative autotransporter YaiT,,11,,,true,gnl|b4580|CDS395,,
NC_000913.3,RefSeq,CDS,391592,391648,,-,0,57,cds-YP_010051175.1,"UniProtKB/Swiss-Prot:P0DSE5,GenBank:YP_010051175.1,ECOCYC:G0-17013,GeneID:63925625",,YP_010051175.1,CDS,,,,,ytiB,,,b4767,gene-b4767,protein YtiB,YP_010051175.1,11,,,,,,
NC_000913.3,RefSeq,CDS,391739,392605,,-,0,867,cds-NP_414906.1,"UniProtKB/Swiss-Prot:P0CF80,GenBank:NP_414906.1,ECOCYC:G6223,GeneID:945036",,NP_414906.1,CDS,,,,,insF2,,,b0372,gene-b0372,IS3 element protein InsF,NP_414906.1,11,,,,,,
NC_000913.3,RefSeq,CDS,392602,392901,,-,0,300,cds-NP_414907.2,"UniProtKB/Swiss-Prot:P0CF67,GenBank:NP_414907.2,ECOCYC:G6224,GeneID:946900",,NP_414907.2,CDS,,,,,insE2,,,b0373,gene-b0373,IS3 element protein InsE,NP_414907.2,11,,,,,,
NC_000913.3,RefSeq,CDS,394506,395129,,+,0,624,cds-NP_414909.2,"UniProtKB/Swiss-Prot:P0AAP5,GenBank:NP_414909.2,ECOCYC:G6226,GeneID:946902",,NP_414909.2,CDS,,,,,iprA,,,b0375,gene-b0375,putative DNA-binding transcriptional regulator IprA,NP_414909.2,11,,,,,,
NC_000913.3,RefSeq,CDS,395130,396287,,-,0,1158,cds-NP_414910.1,"UniProtKB/Swiss-Prot:P0AD70,GenBank:NP_414910.1,ECOCYC:EG12867,GeneID:946904",,NP_414910.1,CDS,,,,,ampH,,,b0376,gene-b0376,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,NP_414910.1,11,,,,,,
NC_000913.3,RefSeq,CDS,396639,397859,,+,0,1221,cds-NP_414911.1,"UniProtKB/Swiss-Prot:P0AFY6,GenBank:NP_414911.1,ECOCYC:EG10928,GeneID:946884",,NP_414911.1,CDS,,,,,sbmA,,,b0377,gene-b0377,peptide antibiotic/peptide nucleic acid transporter,NP_414911.1,11,,,,,,
NC_000913.3,RefSeq,CDS,397872,398966,,+,0,1095,cds-NP_414912.1,"UniProtKB/Swiss-Prot:P77562,GenBank:NP_414912.1,ECOCYC:G6227,GeneID:945038",,NP_414912.1,CDS,,,,,yaiW,,,b0378,gene-b0378,surface-exposed outer membrane lipoprotein,NP_414912.1,11,,,,,,
NC_000913.3,RefSeq,CDS,399025,399333,,-,0,309,cds-NP_414913.1,"UniProtKB/Swiss-Prot:P0AAP7,GenBank:NP_414913.1,ECOCYC:G6228,GeneID:945223",,NP_414913.1,CDS,,,,,yaiY,,,b0379,gene-b0379,DUF2755 domain-containing inner membrane protein YaiY,NP_414913.1,11,,,,,,
NC_000913.3,RefSeq,CDS,399593,399805,,+,0,213,cds-NP_414914.2,"UniProtKB/Swiss-Prot:P0AAQ0,GenBank:NP_414914.2,ECOCYC:G6229,GeneID:947355",,NP_414914.2,CDS,,,,,yaiZ,,,b0380,gene-b0380,DUF2754 domain-containing protein YaiZ,NP_414914.2,11,,,,,,
NC_000913.3,RefSeq,CDS,399829,400923,,-,0,1095,cds-NP_414915.1,"UniProtKB/Swiss-Prot:P0A6J8,GenBank:NP_414915.1,ECOCYC:EG10213,GeneID:945313",,NP_414915.1,CDS,,,,,ddlA,,,b0381,gene-b0381,D-alanine--D-alanine ligase A,NP_414915.1,11,,,,,,
NC_000913.3,RefSeq,CDS,401386,401646,,+,0,261,cds-NP_414916.1,"UniProtKB/Swiss-Prot:P0AAN9,GenBank:NP_414916.1,ECOCYC:EG11256,GeneID:947709",,NP_414916.1,CDS,,,,,iraP,,,b0382,gene-b0382,anti-adaptor protein IraP,NP_414916.1,11,,,,,,
NC_000913.3,RefSeq,CDS,401747,403162,,+,0,1416,cds-NP_414917.2,"UniProtKB/Swiss-Prot:P00634,GenBank:NP_414917.2,ECOCYC:EG10727,GeneID:945041",,NP_414917.2,CDS,,,,,phoA,,,b0383,gene-b0383,alkaline phosphatase,NP_414917.2,11,,,,,,
NC_000913.3,RefSeq,CDS,403281,403601,,+,0,321,cds-NP_414918.4,"UniProtKB/Swiss-Prot:P0AFM4,GenBank:NP_414918.4,ECOCYC:EG11401,GeneID:945040",,NP_414918.4,CDS,,,,,psiF,,,b0384,gene-b0384,phosphate starvation-inducible protein PsiF,NP_414918.4,11,,,,,,
NC_000913.3,RefSeq,CDS,403703,404818,,+,0,1116,cds-NP_414919.1,"UniProtKB/Swiss-Prot:P0AAP1,GenBank:NP_414919.1,ECOCYC:EG11257,GeneID:945037",,NP_414919.1,CDS,,,,,dgcC,,,b0385,gene-b0385,diguanylate cyclase DgcC,NP_414919.1,11,,,,,,
NC_000913.3,RefSeq,CDS,404835,405644,,-,0,810,cds-NP_414920.1,"UniProtKB/Swiss-Prot:P0A9L8,GenBank:NP_414920.1,ECOCYC:EG10769,GeneID:945034",,NP_414920.1,CDS,,,,,proC,,,b0386,gene-b0386,pyrroline-5-carboxylate reductase,NP_414920.1,11,,,,,,
NC_000913.3,RefSeq,CDS,405764,406222,,+,0,459,cds-NP_414921.2,"UniProtKB/Swiss-Prot:P0A8D3,GenBank:NP_414921.2,ECOCYC:G6230,GeneID:945033",,NP_414921.2,CDS,,,,,yaiI,,,b0387,gene-b0387,DUF188 domain-containing protein YaiI,NP_414921.2,11,,,,,,
NC_000913.3,RefSeq,CDS,406405,406929,,+,0,525,cds-NP_414922.1,"UniProtKB/Swiss-Prot:P0A6E1,GenBank:NP_414922.1,ECOCYC:EG10082,GeneID:945031",,NP_414922.1,CDS,,,,,aroL,,,b0388,gene-b0388,shikimate kinase 2,NP_414922.1,11,,,,,,
NC_000913.3,RefSeq,CDS,406979,407170,,+,0,192,cds-NP_414923.1,"UniProtKB/Swiss-Prot:P0AAN5,GenBank:NP_414923.1,ECOCYC:EG11093,GeneID:945043",,NP_414923.1,CDS,,,,,yaiA,,,b0389,gene-b0389,protein YaiA,NP_414923.1,11,,,,,,
NC_000913.3,RefSeq,CDS,407428,408105,,+,0,678,cds-NP_414924.1,"UniProtKB/Swiss-Prot:P0AE28,GenBank:NP_414924.1,ECOCYC:EG10083,GeneID:945045",,NP_414924.1,CDS,,,,,aroM,,,b0390,gene-b0390,protein AroM,NP_414924.1,11,,,,,,
NC_000913.3,RefSeq,CDS,408177,408461,,+,0,285,cds-NP_414925.1,"UniProtKB/Swiss-Prot:P0C037,GenBank:NP_414925.1,ECOCYC:EG12159,GeneID:945048",,NP_414925.1,CDS,,,,,ppnP,,,b0391,gene-b0391,nucleoside phosphorylase PpnP,NP_414925.1,11,,,,,,
NC_000913.3,RefSeq,CDS,408947,409030,,+,0,84,cds-YP_009518750.1,"UniProtKB/Swiss-Prot:P0DPN2,GenBank:YP_009518750.1,ECOCYC:G0-16727,GeneID:38094942",,YP_009518750.1,CDS,,,,,ykiD,,,b4732,gene-b4732,protein YkiD,YP_009518750.1,11,,,,,,
NC_000913.3,RefSeq,CDS,409108,410019,,-,0,912,cds-NP_414927.1,"UniProtKB/Swiss-Prot:P36767,GenBank:NP_414927.1,ECOCYC:EG12158,GeneID:948585",,NP_414927.1,CDS,,,,,rdgC,,,b0393,gene-b0393,nucleoid-associated protein RdgC,NP_414927.1,11,,,,,,
NC_000913.3,RefSeq,CDS,410144,411052,,+,0,909,cds-NP_414928.2,"UniProtKB/Swiss-Prot:P23917,GenBank:NP_414928.2,ECOCYC:EG11288,GeneID:949086",,NP_414928.2,CDS,,,,,mak,,,b0394,gene-b0394,fructokinase,NP_414928.2,11,,,,,,
NC_000913.3,RefSeq,CDS,411297,412481,,-,0,1185,cds-NP_414930.3,"UniProtKB/Swiss-Prot:P23910,GenBank:NP_414930.3,ECOCYC:EG10060,GeneID:949077",,NP_414930.3,CDS,,,,,araJ,,,b0396,gene-b0396,putative transport protein AraJ,NP_414930.3,11,,,,,,
NC_000913.3,RefSeq,CDS,412607,415753,,-,0,3147,cds-NP_414931.1,"UniProtKB/Swiss-Prot:P13458,GenBank:NP_414931.1,ECOCYC:EG10927,GeneID:949076",,NP_414931.1,CDS,,,,,sbcC,,,b0397,gene-b0397,ATP-dependent structure-specific DNA nuclease - SbcC subunit,NP_414931.1,11,,,,,,
NC_000913.3,RefSeq,CDS,415750,416952,,-,0,1203,cds-NP_414932.1,"UniProtKB/Swiss-Prot:P0AG76,GenBank:NP_414932.1,ECOCYC:EG11094,GeneID:945049",,NP_414932.1,CDS,,,,,sbcD,,,b0398,gene-b0398,ATP-dependent structure-specific DNA nuclease - SbcD subunit,NP_414932.1,11,,,,,,
NC_000913.3,RefSeq,CDS,417142,417831,,+,0,690,cds-NP_414933.1,"UniProtKB/Swiss-Prot:P0AFJ5,GenBank:NP_414933.1,ECOCYC:EG10728,GeneID:945046",,NP_414933.1,CDS,,,,,phoB,,,b0399,gene-b0399,DNA-binding transcriptional dual regulator PhoB,NP_414933.1,11,,,,,,
NC_000913.3,RefSeq,CDS,417889,419184,,+,0,1296,cds-NP_414934.1,"UniProtKB/Swiss-Prot:P08400,GenBank:NP_414934.1,ECOCYC:EG10733,GeneID:945044",,NP_414934.1,CDS,,,,,phoR,,,b0400,gene-b0400,sensor histidine kinase PhoR,NP_414934.1,11,,,,,,
NC_000913.3,RefSeq,CDS,419591,420910,,+,0,1320,cds-NP_414935.1,"UniProtKB/Swiss-Prot:P0AD99,GenBank:NP_414935.1,ECOCYC:EG12168,GeneID:945042",,NP_414935.1,CDS,,,,,brnQ,,,b0401,gene-b0401,branched chain amino acid transporter BrnQ,NP_414935.1,11,,,,,,
NC_000913.3,RefSeq,CDS,420986,422359,,+,0,1374,cds-NP_414936.1,"UniProtKB/Swiss-Prot:P0AAE2,GenBank:NP_414936.1,ECOCYC:G6233,GeneID:945050",,NP_414936.1,CDS,,,,,proY,,,b0402,gene-b0402,putative transporter ProY,NP_414936.1,11,,,,,,
NC_000913.3,RefSeq,CDS,422518,424332,,+,0,1815,cds-NP_414937.2,"UniProtKB/Swiss-Prot:P21517,GenBank:NP_414937.2,ECOCYC:EG10565,GeneID:949131",,NP_414937.2,CDS,,,,,malZ,,,b0403,gene-b0403,maltodextrin glucosidase,NP_414937.2,11,,,,,,
NC_000913.3,RefSeq,CDS,424337,424918,,-,0,582,cds-NP_414938.1,"UniProtKB/Swiss-Prot:P21515,GenBank:NP_414938.1,ECOCYC:EG11095,GeneID:949132",,NP_414938.1,CDS,,,,,acpH,,,b0404,gene-b0404,acyl carrier protein phosphodiesterase,NP_414938.1,11,,,,,,
NC_000913.3,RefSeq,CDS,425011,426081,,+,0,1071,cds-NP_414939.1,"UniProtKB/Swiss-Prot:P0A7F9,GenBank:NP_414939.1,ECOCYC:EG10812,GeneID:944905",,NP_414939.1,CDS,,,,,queA,,,b0405,gene-b0405,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,NP_414939.1,11,,,,,,
NC_000913.3,RefSeq,CDS,426137,427264,,+,0,1128,cds-NP_414940.1,"UniProtKB/Swiss-Prot:P0A847,GenBank:NP_414940.1,ECOCYC:EG10996,GeneID:949130",,NP_414940.1,CDS,,,,,tgt,,,b0406,gene-b0406,tRNA-guanine transglycosylase,NP_414940.1,11,,,,,,
NC_000913.3,RefSeq,CDS,427287,427619,,+,0,333,cds-NP_414941.1,"UniProtKB/Swiss-Prot:P0ADZ7,GenBank:NP_414941.1,ECOCYC:EG11096,GeneID:945374",,NP_414941.1,CDS,,,,,yajC,,,b0407,gene-b0407,Sec translocon accessory complex subunit YajC,NP_414941.1,11,,,,,,
NC_000913.3,RefSeq,CDS,427647,429494,,+,0,1848,cds-NP_414942.1,"UniProtKB/Swiss-Prot:P0AG90,GenBank:NP_414942.1,ECOCYC:EG10938,GeneID:949133",,NP_414942.1,CDS,,,,,secD,,,b0408,gene-b0408,Sec translocon accessory complex subunit SecD,NP_414942.1,11,,,,,,
NC_000913.3,RefSeq,CDS,429505,430476,,+,0,972,cds-NP_414943.1,"UniProtKB/Swiss-Prot:P0AG93,GenBank:NP_414943.1,ECOCYC:EG10940,GeneID:949120",,NP_414943.1,CDS,,,,,secF,,,b0409,gene-b0409,Sec translocon accessory complex subunit SecF,NP_414943.1,11,,,,,,
NC_000913.3,RefSeq,CDS,430605,430952,,+,0,348,cds-NP_414944.1,"UniProtKB/Swiss-Prot:P0AAQ2,GenBank:NP_414944.1,ECOCYC:EG11097,GeneID:945051",,NP_414944.1,CDS,,,,,yajD,,,b0410,gene-b0410,HNH nuclease family protein YajD,NP_414944.1,11,,,,,,
NC_000913.3,RefSeq,CDS,431129,432013,,-,0,885,cds-NP_414945.1,"UniProtKB/Swiss-Prot:P0A927,GenBank:NP_414945.1,ECOCYC:EG11035,GeneID:946242",,NP_414945.1,CDS,,,,,tsx,,,b0411,gene-b0411,nucleoside-specific channel-forming protein Tsx,NP_414945.1,11,,,,,,
NC_000913.3,RefSeq,CDS,432312,432851,,-,0,540,cds-NP_414946.4,"UniProtKB/Swiss-Prot:P46122,GenBank:NP_414946.4,ECOCYC:EG12874,GeneID:947233",,NP_414946.4,CDS,,,,,yajI,,,b0412,gene-b0412,putative lipoprotein YajI,NP_414946.4,11,,,,,,
NC_000913.3,RefSeq,CDS,433002,433451,,+,0,450,cds-NP_414947.1,"UniProtKB/Swiss-Prot:P0A8D0,GenBank:NP_414947.1,ECOCYC:EG11320,GeneID:947437",,NP_414947.1,CDS,,,,,nrdR,,,b0413,gene-b0413,NrdR transcriptional repressor,NP_414947.1,11,,,,,,
NC_000913.3,RefSeq,CDS,433455,434558,,+,0,1104,cds-NP_414948.1,"UniProtKB/Swiss-Prot:P25539,GenBank:NP_414948.1,ECOCYC:EG11321,GeneID:945620",,NP_414948.1,CDS,,,,,ribD,,,b0414,gene-b0414,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,NP_414948.1,11,,,,,,
NC_000913.3,RefSeq,CDS,434647,435117,,+,0,471,cds-NP_414949.1,"UniProtKB/Swiss-Prot:P61714,GenBank:NP_414949.1,ECOCYC:EG11322,GeneID:946453",,NP_414949.1,CDS,,,,,ribE,,,b0415,gene-b0415,6%2C7-dimethyl-8-ribityllumazine synthase,NP_414949.1,11,,,,,,
NC_000913.3,RefSeq,CDS,435137,435556,,+,0,420,cds-NP_414950.1,"UniProtKB/Swiss-Prot:P0A780,GenBank:NP_414950.1,ECOCYC:EG10666,GeneID:945054",,NP_414950.1,CDS,,,,,nusB,,,b0416,gene-b0416,transcription antitermination protein NusB,NP_414950.1,11,,,,,,
NC_000913.3,RefSeq,CDS,435634,436611,,+,0,978,cds-NP_414951.1,"UniProtKB/Swiss-Prot:P0AGG0,GenBank:NP_414951.1,ECOCYC:G6234,GeneID:947387",,NP_414951.1,CDS,,,,,thiL,,,b0417,gene-b0417,thiamine monophosphate kinase,NP_414951.1,11,,,,,,
NC_000913.3,RefSeq,CDS,436589,437107,,+,0,519,cds-NP_414952.1,"UniProtKB/Swiss-Prot:P18200,GenBank:NP_414952.1,ECOCYC:EG10704,GeneID:947542",,NP_414952.1,CDS,,,,,pgpA,,,b0418,gene-b0418,phosphatidylglycerophosphatase A,NP_414952.1,11,,,,,,
NC_000913.3,RefSeq,CDS,437161,438135,,-,0,975,cds-NP_414953.2,"UniProtKB/Swiss-Prot:P77735,GenBank:NP_414953.2,ECOCYC:G6236,GeneID:946903",,NP_414953.2,CDS,,,,,yajO,,,b0419,gene-b0419,1-deoxyxylulose-5-phosphate synthase YajO,NP_414953.2,11,,,,,,
NC_000913.3,RefSeq,CDS,438315,440177,,-,0,1863,cds-NP_414954.1,"UniProtKB/Swiss-Prot:P77488,GenBank:NP_414954.1,ECOCYC:G6237,GeneID:945060",,NP_414954.1,CDS,,,,,dxs,,,b0420,gene-b0420,1-deoxy-D-xylulose-5-phosphate synthase,NP_414954.1,11,,,,,,
NC_000913.3,RefSeq,CDS,440202,441101,,-,0,900,cds-NP_414955.1,"UniProtKB/Swiss-Prot:P22939,GenBank:NP_414955.1,ECOCYC:EG10508,GeneID:945064",,NP_414955.1,CDS,,,,,ispA,,,b0421,gene-b0421,geranyl diphosphate/farnesyl diphosphate synthase,NP_414955.1,11,,,,,,
NC_000913.3,RefSeq,CDS,441101,441343,,-,0,243,cds-NP_414956.1,"UniProtKB/Swiss-Prot:P0A8G9,GenBank:NP_414956.1,ECOCYC:EG11098,GeneID:945069",,NP_414956.1,CDS,,,,,xseB,,,b0422,gene-b0422,exodeoxyribonuclease VII subunit XseB,NP_414956.1,11,,,,,,
NC_000913.3,RefSeq,CDS,441549,442997,,+,0,1449,cds-NP_414957.1,"UniProtKB/Swiss-Prot:P77718,GenBank:NP_414957.1,ECOCYC:G6238,GeneID:945067",,NP_414957.1,CDS,,,,,thiI,,,b0423,gene-b0423,tRNA uridine 4-sulfurtransferase,NP_414957.1,11,,,,,,
NC_000913.3,RefSeq,CDS,443051,443641,,-,0,591,cds-NP_414958.4,"UniProtKB/Swiss-Prot:Q46948,GenBank:NP_414958.4,ECOCYC:G198,GeneID:945066",,NP_414958.4,CDS,,,,,yajL,,,b0424,gene-b0424,protein/nucleic acid deglycase 3,NP_414958.4,11,,,,,,
